0,1,2,3,4,5,6,7,8
6840336.816347728,5902330.568280089,5427412.12953437,4952349.385067548,4859410.110487096,4701071.932274046,4589991.962694335,4425871.097064061,4370411.1624103235
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
