0,1,2,3,4,5,6,7,8
9452109.866561286,5633561.241801433,3271850.950968934,2019422.7613466568,2019422.7613467393,2006790.9616404227,1886804.0576033816,1391424.852899025,941009.8603132028
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
