0,1,2,3,4,5,6,7,8
10303661.20794181,7035088.525880179,7035088.5258804755,3830136.6417255965,3109587.0786137534,2282922.0831143465,2282922.0831144415,2042856.5024761986,1351953.0505670179
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
