0,1,2,3,4,5,6,7,8
10645017.295355342,8639335.364560751,7410543.671815279,7118169.501958132,6863576.824228786,6671551.953387304,5730015.118367625,5667883.846570666,5410528.739598961
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
