0,1,2,3,4,5,6,7,8
12446607.28526516,6281247.503267867,2572119.5243914463,2569275.3133680476,2342425.2124031526,1519418.8519604434,1519418.8519605466,1512349.7686134686,1498135.3398308149
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
