0,1,2,3,4,5,6,7,8
7287822.021176009,4401382.485646055,2013266.426145405,1863225.0521509016,-461893.7084984344,-875408.3762940058,-1414095.6505096105,-4336061.718707034,-7606897.558366173
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
