0,1,2,3,4,5,6,7,8
9680885.269441772,7983253.256957307,5634440.66239084,3684085.3632405796,2769279.3000532365,2705265.5398757225,2196072.568122916,2196072.568123,2175591.591211493
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
