0,1,2,3,4,5,6,7,8
7207917.497195063,6651055.201631872,5739841.060010948,5556986.964788764,5322814.843000723,5151916.386121058,5059542.270292648,4999681.230178475,4899532.545883881
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
