0,1,2,3,4,5,6,7,8
11348015.414139086,8594779.010860527,4466848.993885599,3967132.4067106475,3017489.2282238025,2891420.779297015,2428819.204218871,2428819.2042189217,2383897.987636214
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
