0,1,2,3,4,5,6,7,8
8532012.092324609,6584791.167233679,5955346.937525025,5629294.555164127,5363887.300856644,5142104.043893331,5006608.830719839,4806460.774646332,4722043.90841334
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
