0,1,2,3,4,5,6,7,8
8601711.277218597,7920848.217888261,7075687.669135061,6675339.608278389,6475280.613692274,6475280.6136923265,6462382.796927208,6462382.796927227,5974423.761408652
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
