0,1,2,3,4,5,6,7,8
7519084.050168385,6076361.37493194,4474069.514770783,1611852.2432635722,1340941.5628040389,481387.3797770632,388617.90569885186,-975741.4357398773,-2113048.1112266756
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
