0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.09019645000591314,0.015583807734374342,0.006304510594730027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.1539647830160042,6.3079295660320085,9.461894349048013,12.615859132064017,15.769823915080021,18.923788698096025,22.07775348111203,25.231718264128034,28.38568304714404,31.539647830160042,34.69361261317604,37.84757739619205,41.00154217920806,44.15550696222406,47.30947174524006,50.46343652825607,53.617401311272076,56.77136609428808,59.92533087730408,63.079295660320085,66.23326044333609,69.38722522635209,72.5411900093681,75.6951547923841,78.84911957540011,82.00308435841612,85.15704914143211,88.31101392444812,91.46497870746413,94.61894349048012,97.77290827349613,100.92687305651214,104.08083783952814,107.23480262254415,110.38876740556015,113.54273218857615,116.69669697159216,119.85066175460815
