0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
7983080.246646782,5657239.790656937,3548291.0760761965,1993060.703667732,1993060.7036678535,1827765.874592665,1823941.313831537,1821580.695654878,1821580.6956549538,1793214.1016744336,1538271.1388165269,1507918.1433643668,1507918.1433646653,1507918.1433648656,1507918.1433648688,1507918.1433648816,1495888.142707435,1495888.1427074724,1445162.5146747788,1438967.3444920706,1438731.7221547593,1438731.7221548157,1438731.7221549375,1438731.7221550038,1438731.7221550914,1438731.7221551428,1438731.722155344,1438731.7221554061,1438731.7221554269,1429667.7924386167,1429667.7924387245,1429667.7924388046,1429667.7924388181,1429667.792438894,1429667.7924389688,1145880.1221356941,1145880.1221362446,1145880.1221363295,1145880.1221365912,1145880.122136756,1145880.1221368916,1145880.122137028,1145880.1221371961,1145880.1221373484,1145880.1221374106,1145880.1221376255,1145880.1221378953,1145880.1221380616,1145880.1221381302,1145880.122138376,1145880.1221387752,1145880.122138936,1145880.1221392252,1145880.1221393398,1145880.1221396164,1145880.1221398825,1145880.1221401661,1145880.122140373,1145880.1221406143,1145880.122140825,1145880.1221408972,1145880.1221411077,1145880.1221411359,1145880.1221413394,1145880.1221416811,1145880.1221419652,1145880.1221421957,1145880.1221422902,1145880.1221425324,1145880.1221426497,1145880.1221430858,1145880.1221432379,1145880.1221435047,1145880.122143597,1145880.122143839,1145880.122143945,1145880.1221442055,1145880.1221444022,1145880.122144702,1145880.1221448586,1145880.1221451466,1145880.1221453135,1145880.1221455992,1145880.1221457452,1145880.1221459343,1145880.1221462977,1145880.122146421,1145880.1221466407,1145880.1221469156,1145880.1221471683,1145880.1221473827,1145880.1221475075,1145880.1221479045,1145880.12214815,1145880.1221484535,1145880.122148748,1145880.122148873,1145880.122149128,1145880.1221494307
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0
