0,1,2,3,4,5,6,7,8
6840336.816347728,5902330.568280089,5427412.12953437,4952349.38506755,4859410.117858092,4701071.932054591,4589991.960889272,4425871.095529551,4370411.161189477
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
