0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
7188799.555710262,6174893.376410578,5653985.636426878,5434346.469807424,5281854.949917528,5176263.677507305,4874442.9356030105,4825158.016230376,4757419.702584105,4678983.72571368,4626223.917320055,4563233.780628417,4525589.473536559,4487475.384757731,4471261.9028321365,4440080.408853495,4422384.531621948,4402069.334740378,4376545.338856355,4363128.929201343,4347757.807507817,4331433.947955518,4323595.8685322525,4316174.298024391,4309877.340084774,4305436.20001661,4302235.951974824,4295442.965422478,4290737.607974627,4282901.182681758,4279516.796626417,4277021.417781985,4274944.110055715,4272192.3979351055,4270708.653429448,4268808.973423194,4267010.180226874,4265148.02352805,4263337.440954401,4261812.708564778,4260528.442457521,4258742.676533608,4257610.5529196635,4256553.546284963,4255780.308755067,4254667.461756614,4254190.172054337,4253537.455237136,4253070.492432771,4251939.712607557,4251202.627940431,4250893.96485945,4250450.434070072,4249906.143561203,4249158.912128062,4248612.237638586,4247891.945007327,4247565.8425432695,4246882.06206005,4246440.043226079,4246218.0354270395,4245910.14611599,4245385.253676975,4245082.356757254,4244685.530505528,4244172.876763747,4243945.849902553,4243758.714259078,4243432.494840925,4243176.170264704,4242960.297425359,4242691.201136716,4242563.45743659,4242274.838241688,4242083.012059149,4241919.086216592,4241708.43571106,4241512.971933969,4241379.010339884,4241243.404736553,4241043.155891945,4240930.066561398,4240831.6569805695,4240498.760144484,4240293.629656445,4240160.194930458,4240002.342674617,4239770.441667229,4239660.476119132,4239589.761251576,4239498.896118478,4239426.947023252,4239240.241491827,4239141.415080239,4239012.582770376,4238883.63710668,4238789.109264024,4238730.4182026135,4238657.318953346,4238605.693212124
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
