0,1,2,3,4,5,6,7,8
15759402.030507442,11434146.738371775,10287114.784550283,10248129.520473346,10189002.371607032,9646318.446276836,6497930.774655356,6468897.723014304,6281561.048568668
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
