0,1,2,3,4,5,6,7,8,9
99572909.14480455,14488982.931420183,10103233.976724043,7855977.004759674,6021157.861248038,5373930.746041303,5016784.5161067,4841935.822557134,4604706.716600935,4568417.101761166
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
